SEASON,CLUE VALUE,CLUE CATEGORY,QUESTION,OUR MODEL_ANSWER,REAL ANSWER,CORRECT,CONTEXT USED
34,600,ART & ARTISTS,"Dürer depicted this Roman hero at labor, shooting the man-eating birds of the Stymphalian marshes",Heracles.,Hercules,False,"Northern bald ibis . Herodotus wrote of the man-eating Stymphalian birds, which had wings of brass and sharp metallic feathers they could fire at their victims. Ridding Lake Stymphalia in Arcadia of these creatures was one of the twelve labours of Heracles. These mythical birds are sometimes considered to be based on the northern bald ibis, but since they were described as marsh birds, and usually depicted without crests, the legendary species is more likely to be derived from the sacred ibis. Some depictions, such as the 6th-century BC Athenian black-figure amphora in the British Museum, clearly show the black head and white body of the sacred ibis. After the bald ibis became extinct in Central Europe, some later writers thought that Gesner's description was one of several in his book depicting mythical creatures."
34,800,ART & ARTISTS,"Discovered on an Aegean island on April 8, 1820, this marble statue was presented to Louis XVIII, who donated it to the Louvre",Venus de Milo,the Venus de Milo,True,"Louis Nicolas Philippe Auguste de Forbin . Some remnants of Antiquity from the tour entered the Louvre, but the coup was the acquisition of the Venus de Milo, discovered in 1820. The Director-General of Royal Museums was able to get Louis XVIII to set aside political distaste and authorize the purchase of David's ""Rape of the Sabine Women"" and ""Thermopyle"" for the Louvre, and, even more daring Théodore Géricault's ""The Raft of the Medusa"", which Forbin had been pressing as a royal purchase, and which was eventually bought from the painter's heirs in 1824."
34,1000,ART & ARTISTS,"Though the Spanish court painter, he portrayed the vulgarity of the family of Charles IV",Carlos IV is broadly seen as an idler,Francisco Goya,False,"Charles IV in his Hunting Clothes . Charles IV in his Hunting Clothes is an oil on canvas painting of 1799 by the Spanish artist Francisco Goya, the second of his two portraits of King Charles IV of Spain. Goya had earlier been court painter to Charles III, who was widely viewed as the more astute political operator of the pair. While not lacking intelligence, Carlos IV is broadly seen as an idler compared to his father; ultimately he was outmaneuvered by Napoleon at a time when he was more interested in sport and hunting than affairs of state. While Goya devotes a great deal of attention to his depiction of the king's sash and cloth, he emphasises his weakness in his rendering of a near-portly belly and indecisive stare. The art critic Robert Hughes describes a ""big nosed face, framed in the tricorned hat like the head of an affable turtle poking from its shell"". During his career, Goya depicted both father and son in hunting dress. The inspiration for the older man's outfit is probably taken from Velázquez's portrait of Philip IV, which the artist would have opportunity to see as then court painter. Goya pays tribute to Titian's ""Portrait of Charles V with a dog"" by depicting a dog loyally sniffing at the royal crotch."
34,200,ALSO A BASEBALL WORD,A bargain so amazing it's almost like you're paying nothing,,a steal,False,No Context
34,400,ALSO A BASEBALL WORD,You pour it to make pancakes,"Bisquick,",batter,False,"Knots Untie . As Rick's group prep the RV for the trip, Denise gives Daryl some oat-cakes as thanks for his previous efforts. Carl tells Rick that he accepts Rick and Michonne's relationship, and turns down an invitation to go with them, joking that he would not make a good impression with his messed-up face. After heading out, Abraham quietly asks Glenn, ""While you were pouring the Bisquick, were you trying to make pancakes?"" Glenn explains that he and Maggie are trying to build something, that they all are. On the way, they see a vehicle smoking as a result of a wreck. Jesus says it's his people, and Rick's group tracks them to a nearby building and rescues them from walkers."
34,600,ALSO A BASEBALL WORD,In 1894 the federal government used an injunction to break up a railway one of these,charged unnamed strikers with conspiracy for interfering with interstate commerce and the mails,a strike,False,"Peter S. Grosscup . According to Almont Lindsey, federal judges Peter Grosscup and William Woods issued the first omnibus injunction against the Pullman railroad strikers in Chicago protecting 22 railroads on July 2, 1894. This innovative use of a federal injunction charged unnamed strikers with conspiracy for interfering with interstate commerce and the mails thus putting the federal courts at the disposal of corporations to break strikes. The July 3, 1894 ""New York Times"" called the injunction a “Gatling gun on paper.”"
34,800,ALSO A BASEBALL WORD,"A result of tar distillation, or a sales spiel directed your way",destructive,pitch,False,Pine tar . Pine tar is a sticky material produced by the high temperature carbonization of pine wood in anoxic conditions (dry distillation or destructive distillation). The wood is rapidly decomposed by applying heat and pressure in a closed container; the primary resulting products are charcoal and pine tar.
34,200,VICKI LEAKS,Victoria Woodhull's weekly was the first American magazine to publish this Marx-Engels opus in English,"Karl Marx's ""Communist Manifesto",The Communist Manifesto,False,"Victoria Woodhull . On the date of May 14, 1870, Woodhull and Claflin used the money they had made from their brokerage to found a newspaper, the ""Woodhull & Claflin's Weekly"", which at its height had national circulation of 20,000. Its primary purpose was to support Victoria Claflin Woodhull for President of the United States. Published for the next six years, feminism was the ""Weekly""'s primary interest, but it became notorious for publishing controversial opinions on taboo topics, advocating among other things sex education, free love, women's suffrage, short skirts, spiritualism, vegetarianism, and licensed prostitution. History often states the paper advocated birth control, but some historians disagree. The paper is now known for printing the first English version of Karl Marx's ""Communist Manifesto"" in its edition of December 30, 1871, and the paper argued the cause of labor with eloquence and skill. James Blood and Stephen Pearl Andrews wrote the majority of the articles, as well as other able contributors."
34,400,VICKI LEAKS,It's a shoe in—the Roman goddess Victoria was the equivalent of this Greek goddess,Nike,Nike,True,"Victoria (mythology) . Victoria (), in ancient Roman religion, was the personified goddess of victory. She is the Roman equivalent of the Greek goddess Nike, and was associated with Bellona. She was adapted from the Sabine agricultural goddess Vacuna and had a temple on the Palatine Hill. The goddess Vica Pota was also sometimes identified with Victoria. Victoria is often described as a daughter of Pallas and Styx, and as a sister of Zelus, Kratos, and Bia."
34,600,VICKI LEAKS,"In Houston with husband Joel, Victoria Osteen is a ""co-"" one of these, from the Latin for ""shepherd\""",author,pastor,False,"Victoria Osteen . Victoria Osteen (born March 28, 1961) is the co-pastor of Lakewood Church in Houston, Texas, an author, the wife of Joel Osteen, and the daughter-in-law of John Osteen."
34,800,VICKI LEAKS,"Austrian-born Vicki Baum wrote ""Menschen im Hotel"", which became this Oscar-winning 1932 film","""Grand Hotel""",Grand Hotel,True,"Hotel Excelsior . The Excelsior was the inspiration for the novel ""Menschen im Hotel"" (1929) by the Austrian writer Vicki Baum (1888–1960). The book in turn inspired the Academy Award winning Hollywood film, ""Grand Hotel"". The hotel appears in Walter Ruttmann's 1927 film ."
34,1000,VICKI LEAKS,"Although she had 9 children, Queen Victoria was the last monarch of this royal house",House of Hanover,Hanover,True,"Queen Victoria . With a reign of 63 years, seven months and two days, Victoria was the longest-reigning British monarch and the longest-reigning queen regnant in world history until her great-great-granddaughter Elizabeth II surpassed her on 9 September 2015. She was the last monarch of Britain from the House of Hanover. Her son and successor Edward VII belonged to her husband's House of Saxe-Coburg and Gotha."
34,200,REALITY TV,"Alex Boyland & Chris Luca hit 5 continents & logged 52,000 miles to claim the $1 million prize on this CBS show","The Amazing Race 2"". They won two legs of the race, but escaped elimination when they ended up last in leg 6 in Thailand",The Amazing Race,True,"Alex Boylan . Alex Boylan teamed up with his lifelong friend Chris Luca to participate in ""The Amazing Race 2"". They won two legs of the race, but escaped elimination when they ended up last in leg 6 in Thailand as it was a non-elimination leg. The show gave some prominence to Boylan's friendship with a contestant from another team, Tara. Chris and Alex eventually won the race, narrowly beating Tara and Wil into second place in San Francisco with the closest finish in the history of the show."
34,400,REALITY TV,Jordan Lloyd was locked in a house & spied on 24/7 on this show to win $500K (which she said she'd use to buy a house!),"Karen McCluskey's house, telling her that she is old and may die soon, so she'd better sell her house now.",Big Brother,False,"The Thing That Counts Is What's Inside . Paul Young buys his old house on Wisteria Lane, in which he used to live with Mary Alice Young, his ex-wife, and their adopted son, Zach Young. He also shows interest in buying Karen McCluskey's house, telling her that she is old and may die soon, so she'd better sell her house now. Karen is angry at him and tells Beth about it. Beth, who agreed with Paul that there would not be anymore secrets between them, asks Paul if he talked to any of the neighbors and his answer is negative. Confused, Beth wonders what Paul is doing."
34,600,REALITY TV,"He wasn't afraid to talk about his band—that'd be Kiss, he'd have you know—on ""Family Jewels\""",,Gene Simmons,False,No Context
34,800,REALITY TV,Bravo! Heather Dubrow helped color the world of southern southern California on this reality show,"""The Real Housewives of Orange County""",The Real Housewives of Orange County,True,"Terry Dubrow . Terry J. Dubrow, M.D. (born September 14, 1958) is an American plastic surgeon and television personality. He is known for his work on ""The Swan"" and for co-hosting ""Botched"" with Dr. Paul Nassif. He also appears on ""The Real Housewives of Orange County"" with his wife, Heather. In 2015, Dubrow appeared on ""Good Work"", a plastic surgery-themed talk show, together with co-hosts RuPaul and Sandra Vergara. Dubrow also performed the plastic surgery procedures on ""Bridalplasty"", a reality series which premiered in 2011 and featured a group of women who competed in order to win a wedding and transformative plastic surgery procedure. In October 2015, the eight-episode spin-off series of ""Botched"" was announced entitled ""Botched by Nature"". The show premiered on August 9, 2016, starring Dr. Terry Dubrow."
34,1000,REALITY TV,"\""ANTM"" is short for this reality competition show",America's Next Top Model,America's Next Top Model,True,"Paulina Porizkova . Porizkova was part of the panel of judges on ""America's Next Top Model"" (""ANTM""), starting on Cycle 10 replacing the fashion icon, Twiggy. Porizkova continued to conduct regular weekly evaluations of ""ANTM"" participants on the show until she announced during a 12 May 2009 appearance on ""The Late Late Show with Craig Ferguson"" that she had been fired from the show. Although Porizkova maintained she was told by producers that she had an ""ego problem"", especially when she ""consistently complained"" about Tyra Banks' reported lateness to the set, ""ANTM"" executive producer Ken Mok and Banks released a statement claiming Porizkova's firing was due to ""the current state of the economy"", forcing ""ANTM"" to ""make major budget cuts ... unfortunately, Paulina was a casualty of these cuts."" When questioned by ABC news journalist Cynthia McFadden about the firing of Porizkova as well as former ""ANTM"" colleague, Janice Dickinson, both of whom had complained Banks was ""difficult"", Banks refused to address the issue."
34,200,20th CENTURY NOVELS,This book by Tolkien begins by telling us the title figure lived in a hole in the ground,"hobbit.""",The Hobbit,False,"The Hobbit . In a 1955 letter to W. H. Auden, Tolkien recollects that he began work on ""The Hobbit"" one day early in the 1930s, when he was marking School Certificate papers. He found a blank page. Suddenly inspired, he wrote the words, ""In a hole in the ground there lived a hobbit."" By late 1932 he had finished the story and then lent the manuscript to several friends, including C. S. Lewis and a student of Tolkien's named Elaine Griffiths. In 1936, when Griffiths was visited in Oxford by Susan Dagnall, a staff member of the publisher George Allen & Unwin, she is reported to have either lent Dagnall the book or suggested she borrow it from Tolkien. In any event, Dagnall was impressed by it, and showed the book to Stanley Unwin, who then asked his 10-year-old son Rayner to review it. Rayner's favourable comments settled Allen & Unwin's decision to publish Tolkien's book."
34,400,20th CENTURY NOVELS,"Alex, the narrator of this novel by Anthony Burgess, speaks Nadsat, a combination of Russian & Cockney English",linguist,A Clockwork Orange,False,"Nadsat . Nadsat is a fictional register or argot used by the teenagers in Anthony Burgess's novel ""A Clockwork Orange"". In addition to being a novelist, Burgess was a linguist and he used this background to depict his characters as speaking a form of Russian-influenced English. The name itself comes from the Russian suffix equivalent of ""-teen"" as in ""thirteen"" (-надцать, ""-nad·tsat&apos;""). Nadsat was also used in Stanley Kubrick's film adaptation of the book."
34,600,20th CENTURY NOVELS,Paul Baumer hopes to come out of World War I alive in this anti-war novel by Erich Maria Remarque,All Quiet on the Western Front,All Quiet on the Western Front,True,"August Perk . Erich Maria Remarque worked as a teacher in August Perk's hometown Lohne. Perk and Remarque had a brief friendship. Remarque described this time later in his novel ""The Road Back"" (1931). Perk told Remarque of his experiences in World War I and many of these stories appeared in Remarque's antiwar novel ""All Quiet on the Western Front""."
34,800,20th CENTURY NOVELS,"Don't ask a librarian for Evelyn Waugh's ""Brideshead""; this 1945 novel is not actually a sequel",Lord Sebastian Flyte's teddy bear,Brideshead Revisited,False,"Aloysius (Waugh) . Aloysius is Lord Sebastian Flyte's teddy bear in Evelyn Waugh's novel ""Brideshead Revisited"" (1945)."
34,1000,20th CENTURY NOVELS,"A domesticated dog reverts to its wild state in ""The Call of the Wild""; the opposite happens in this other book by Jack London","kidnapped, domesticated dog embracing his wild ancestry to survive and thrive in the wild.",White Fang,False,"White Fang . White Fang is a novel by American author Jack London (1876–1916) — and the name of the book's eponymous character, a wild wolfdog. First serialized in ""Outing"" magazine, it was published in 1906. The story takes place in Yukon Territory and the Northwest Territories, Canada, during the 1890s Klondike Gold Rush and details White Fang's journey to domestication. It is a companion novel (and a thematic mirror) to London's best-known work, ""The Call of the Wild"", which is about a kidnapped, domesticated dog embracing his wild ancestry to survive and thrive in the wild."
34,200,WORKS LIKE A CHARM,In 1975 Waldo the Wizard briefly replaced this cereal's leprechaun mascot in some markets,"The label features a leprechaun mascot, Lucky, animated in commercials.",Lucky Charms,False,"Lucky Charms . Lucky Charms is a brand of cereal produced by the General Mills food company since 1964. The cereal consists of toasted oat pieces and multi-colored marshmallow shapes (""marbits"" or marshmallow bits). The label features a leprechaun mascot, Lucky, animated in commercials."
34,400,WORKS LIKE A CHARM,"Like a Chinese chicken dish, Charms candy pops come in this alliterative pair of contrasting flavors",crisper texture,sweet and sour,False,"Sanbeiji . The chicken, together with the sauces, is cooked in an earthenware pot on high heat for ten minutes, then on low heat to allow the sauces to be absorbed by the meat. ""Sanbeiji"" is served with no sauce; the dish is cooked until all the sauce evaporates and is absorbed by the chicken. When it is served at the table, the chicken should be sizzling—even popping—on the cusp of burning. This gives the chicken a crisper texture (and richer flavor) unlike most other Chinese or Taiwanese stewed dishes. The dish is then eaten with either steamed rice or rice congee."
34,600,WORKS LIKE A CHARM,"In the ""Sun and Moon"" edition of this 20-year-old game from Japan, the shiny charm helps to catch the title critters",,Pokémon,False,No Context
34,800,WORKS LIKE A CHARM,The user's manual says the first step in assembling the Motorola CHARM for use is to insert this card,700-page,a SIM card,False,"Motorola 6800 . In addition to the ICs, Motorola also provided a complete assembly language development system. The customer could use the software on a remote timeshare computer or on an in-house minicomputer system. The Motorola EXORciser was a desktop computer built with the M6800 ICs that could be used for prototyping and debugging new designs. An expansive documentation package included datasheets on all ICs, two assembly language programming manuals, and a 700-page application manual that showed how to design a point-of-sale computer terminal."
34,1000,WORKS LIKE A CHARM,"In 2013 TechCrunch called Charm, a then-new one of these, ""Tinder meets Vine\""",,an app,False,No Context
34,800,"\""CROSS""WORDS",They're on the flag known as the Jolly Roger,"two pirates as having named their flag ""Jolly Roger"": Bartholomew Roberts in June 1721 and Francis Spriggs in December 1723.",a skull and crossbones,False,"Jolly Roger . Johnson specifically cites two pirates as having named their flag ""Jolly Roger"": Bartholomew Roberts in June 1721 and Francis Spriggs in December 1723. While Spriggs and Roberts used the same name for their flags, their flag designs were very different, suggesting that already ""Jolly Roger"" was a generic term for black pirate flags rather than a name for any single specific design. Neither Spriggs' nor Roberts' Jolly Roger consisted of a skull and crossbones."
34,1200,"\""CROSS""WORDS","In 1139 the church banned this weapon with a riflelike stock, saying it was ""hateful to God"" & unfit for Christians",crossbows,a crossbow,False,"Arms control . There were few recorded attempts to control arms during the period between this and the rise of the Roman Catholic Church. The church used its position as a trans-national organization to limit the means of warfare. The 989 Peace of God (extended in 1033) ruling protected noncombatants, agrarian and economic facilities, and the property of the church from war. The 1027 Truce of God also tried to prevent violence between Christians. The Second Lateran Council in 1139 prohibited the use of crossbows against other Christians, although it did not prevent its use against non-Christians."
34,1600,"\""CROSS""WORDS","Medically speaking, it's the testing of the compatibility of the blood of a donor & recipient",The donor's and recipient's blood must be ABO and Rh D,a crossmatch,False,Coombs test . The indirect Coombs test is used to screen for antibodies in the preparation of blood for blood transfusion. The donor's and recipient's blood must be ABO and Rh D compatible. Donor blood for transfusion is also screened for infections in separate processes. A blood sample from the recipient and a blood sample from every unit of donor blood are screened for antibodies with the indirect Coombs test. Each sample is incubated against a wide range of RBCs that together exhibit a full range of surface antigens (i.e. blood types).
34,2000,"\""CROSS""WORDS","If you're esotropic, you're this",Hot,cross-eyed,False,"When You're Hot, You're Hot . The refrain of the song indicates: ""When you're hot, you're hot/ ""When you're not, You're not""."
34,400,"MULTIPLE ROLES, SAME FILM",In this 1961 film Hayley Mills played twins separated as babies; LIndsay Lohan starred in the 1998 remake,infancy,The Parent Trap,False,"Lindsay Lohan . Lohan remained in her role on ""Another World"" for a year, before leaving to star in Disney's 1998 family comedy ""The Parent Trap,"" a remake of the 1961 movie. She played dual roles of twins, separated in infancy, who try to reunite their long-divorced parents, played by Dennis Quaid and Natasha Richardson. The film earned $92 million worldwide, and received largely positive reviews. Lohan received unanimous acclaim for her debut performance. Critic Kenneth Turan called Lohan ""the soul of this film as much as Hayley Mills was of the original,"" going on to say that ""she is more adept than her predecessor at creating two distinct personalities."" The film won Lohan a Young Artist Award for best performance in a feature film as well as a three-film contract with Disney. At the age of 14, Lohan played Bette Midler's daughter in the pilot episode of the short-lived series ""Bette,"" but she resigned her role when the production moved from New York to Los Angeles. She also starred in two Disney television movies: ""Life-Size"" alongside Tyra Banks in 2000, and ""Get a Clue"" in 2002."
34,800,"MULTIPLE ROLES, SAME FILM","Frank Morgan had 5 roles in this 1939 classic, including Professor Marvel, the carriage driver & the title role","""The Wizard of Oz"" (1939): as the carnival huckster ""Professor Marvel"", the gatekeeper at the Emerald City,",The Wizard of Oz,True,"Frank Morgan . By the mid-1930s, Metro-Goldwyn-Mayer had been so impressed by Morgan that they signed him to a lifetime contract. Morgan's best remembered film performances, playing six roles, are in ""The Wizard of Oz"" (1939): as the carnival huckster ""Professor Marvel"", the gatekeeper at the Emerald City, the coachman of the carriage drawn by ""The Horse of a Different Color"", the guard who initially refuses to let Dorothy and her friends in to see the Wizard, the Wizard's scary face projection, and the Wizard himself. Morgan was cast in the role on September 22, 1938. W. C. Fields was originally chosen for the role of the Wizard, but the studio ran out of patience after protracted haggling over his fee. An actor with a wide range, Morgan was equally effective playing comical, befuddled men such as Jesse Kiffmeyer in ""Saratoga"" (1937) and Mr. Ferris in ""Casanova Brown"" (1944), as he was with more serious, troubled characters like Hugo Matuschek in ""The Shop Around the Corner"" (1940), Professor Roth in ""The Mortal Storm"" (1940) and Willie Grogan in ""The Human Comedy"" (1943). MGM's comedy film ""The Great Morgan"" (1946), was written with the story centering on Frank Morgan."
34,1200,"MULTIPLE ROLES, SAME FILM","28 years before Obi-Wan Kenobi, he played 8 members of a family in 1949's ""Kind Hearts and Coronets\""",,Alec Guinness,False,No Context
34,1600,"MULTIPLE ROLES, SAME FILM","In 1940's ""The Great Dictator"", this comedian played a Jewish barber & a takeoff of Hitler named Adenoid Hynkel","""The universal Little Tramp",Charlie Chaplin,False,"The Great Dictator . Several reviewers of the late 20th century describe the Little Tramp as developing into the Jewish barber. In ""Boom and Bust: American Cinema in the 1940s"", Thomas Schatz writes of ""Chaplin's Little Tramp transposed into a meek Jewish barber"", while, in ""Hollywood in Crisis: Cinema and American Society, 1929–1939"", Colin Shindler writes, ""The universal Little Tramp is transmuted into a specifically Jewish barber whose country is about to be absorbed into the totalitarian empire of Adenoid Hynkel."" Finally, in ""A Distant Technology: Science Fiction Film and the Machine Age"", J. P. Telotte writes that ""The little tramp figure is here reincarnated as the Jewish barber""."
34,2000,"MULTIPLE ROLES, SAME FILM","This actor played the Winklevoss twins Cameron & Tyler in ""The Social Network\""",Armie Hammer,Armie Hammer,True,"Cameron Winklevoss . Cameron and his brother Tyler are both played by actor Armie Hammer in ""The Social Network"" (2010), a film directed by David Fincher about the founding of Facebook. Actor Josh Pence was the body double for Tyler with Hammer's face superimposed. The twins were depicted on the cartoon comedy show ""The Simpsons"" in the eleventh episode of Season 23 in the episode called ""The D'oh-cial Network"" which aired on January 15, 2012. The Winklevoss twins are seen rowing in the 2012 Olympic Games against Marge Simpson's sisters Patty and Selma. There is a reference made to the $65 million Facebook settlement."
34,400,MAGIC & SORCERY IN THE BIBLE,"After seeing Moses' miracles, the ruler with this title called forth his own magicians to perform some of their own",,pharaoh,False,No Context
34,800,MAGIC & SORCERY IN THE BIBLE,"This Babylonian king had his own group of magicians, but it was Daniel who interpreted his dreams","Babylonian magicians who fail to interpret the king's dream,",Nebuchadnezzar,False,"Daniel 2 . The overall theme of the Book of Daniel is God's sovereignty over history, and the theme of the tales in chapters 1-6 is that God is sovereign over all earthly kings. In Daniel 2 these two merge, and the claim of God's sovereignty extends beyond the immediate story to take in all of history. On the human level Daniel is set against the Babylonian magicians who fail to interpret the king's dream, but the cosmic conflict is between the god of Israel and the false Babylonian gods. What counts is not Daniel's human gifts, nor his education in the arts of divination, but ""Divine Wisdom"" and the power that belongs to God alone, as Daniel indicates when he urges his companions to seek God's mercy for the interpretation of the king's dreams."
34,1200,MAGIC & SORCERY IN THE BIBLE,"In the city of Paphos, this apostle blinded a sorcerer who tried to oppose him",Elymas.,(Saint) Paul,False,"Paphos . According to the biblical ""Acts of the Apostles"", after landing at Salamis and proclaiming the Word of God in the synagogues, the prophets and teachers, Barnabas and Saul of Tarsus, traveled along the entire southern coast of the island of Cyprus until they reached Paphos. There, Sergius Paulus, the Roman proconsul, was converted after Saul rebuked the Sorcerer Elymas. In Paphos, Acts first identifies Saul as Paul."
34,1600,MAGIC & SORCERY IN THE BIBLE,This Phoenician princess & wife of King Ahab was accused of practicing witchcraft as queen of Israel,Jezebel,Jezebel,True,"Jezebel . Jezebel is described in the Book of Kings (1 Kings 16:31) as a queen who was the daughter of Ithobaal I of Sidon and the wife of Ahab, King of Israel."
34,2000,MAGIC & SORCERY IN THE BIBLE,This desperate king of Israel consulted the witch of Endor even though he himself had banned sorcery & magic,Saul,Saul,True,"Endor (village) . Endor was first mentioned in , when Endor fell within the tribal allotments of Manasseh. In , Saul consulted a medium or witch at Endor, who lived in the village, on the evening before the Battle of Gilboa, in which he perished. According to , it was the scene of the rout of Jabin and Sisera after being defeated by Barak and Deborah in ."
34,400,WHIRLED OF WARCRAFT,It goes deep: MAN BRUISE,,submarine,False,No Context
34,800,WHIRLED OF WARCRAFT,"In olden days, it could make people hurl: CLAP TAUT",The names could be recently coined,a catapult,False,List of traditional territories of the indigenous peoples of North America . The names do not have to be from olden days. The names could be recently coined and still be included in this list.
34,1200,WHIRLED OF WARCRAFT,Large & in charge barge: ERRATIC CAR FRIAR,Johnson Barge No. 17,an aircraft carrier,False,"Black Tom explosion . On the night of the attack, about of small arms and artillery ammunition were stored at the depot in freight cars and on barges, including of TNT on the ""Johnson Barge No. 17"". All was waiting to be shipped to Russia. Jersey City's Commissioner of Public Safety, Frank Hague, later said he had been told the barge was ""tied up at Black Tom to avoid a twenty-five dollar towing charge."""
34,1600,WHIRLED OF WARCRAFT,"I M4 this vehicle, named for a 19th century guy: SMARTEN ANKH",,Sherman tank,False,No Context
34,2000,WHIRLED OF WARCRAFT,A WWII British fighter: PIER FIST,Fighter Aces were trained at Montrose.,Spitfire,False,RAF Montrose . Many of the British WWII Fighter Aces were trained at Montrose.
34,400,TRAVEL FRANCE,In 1889 a weather station was installed on its third & highest floor to measure wind speed & air pressure,,the Eiffel Tower,False,No Context
34,800,TRAVEL FRANCE,You could spend a delightful day visiting this artist's house and gardens in Giverny,Claude Monet's,Monet,True,"Giverny . Claude Monet's property at Giverny (house and gardens), left by his son to the Académie des Beaux-Arts in 1966, became a Museum opened to public visit in 1980 after completion of large-scale restoration work: the huge Nymphea's studio was restored and the precious collection of Japanese engravings was displayed in several rooms, hung in the manner chosen by the master himself; the gardens were replanted as they once were. The house became a popular tourist attraction (the Claude Monet Foundation), particularly in the summer when the flowers are in bloom. The other main attraction of the village is the Museum of Impressionism Giverny, dedicated to the history of impressionism and its continuation in the Giverny art colony and along the valley of the river Seine."
34,1200,TRAVEL FRANCE,"The Place aux Herbes in this ""saintly"" resort town on the Riviera is a charming area of veggie, fruit & flower stalls",dried fruit,Saint-Tropez,False,"Ljubljana Central Market . The market is open daily except Sundays. It has a flower market at the junction of Pogačar Square and Vodnik Square, a fish market and dried fruit on the lower level of the market hall and bakery, dairy and meat stalls on both levels. The colonnade at the Triple Bridge end provides shelter for stalls selling herbs, spices, and arts and crafts."
34,1600,TRAVEL FRANCE,"The 3,000 granite megaliths at Carnac in this farthest-west region of France may date back to 4000 B.C.",4500 BCE.,Brittany,False,"Carnac stones . The Carnac stones (Breton: ""Steudadoù Karnag"") are an exceptionally dense collection of megalithic sites around the village of Carnac in Brittany, consisting of alignments, dolmens, tumuli and single menhirs. More than 3,000 prehistoric standing stones were hewn from local rock and erected by the pre-Celtic people of Brittany, and form the largest such collection in the world. Most of the stones are within the Breton village of Carnac, but some to the east are within La Trinité-sur-Mer. The stones were erected at some stage during the Neolithic period, probably around 3300 BCE, but some may date to as early as 4500 BCE."
34,2000,TRAVEL FRANCE,The pope's private chambers & the Great Chapel are among the highlights in this city's Palace of the Popes,Apostolic Palace,Avignon,False,"Sistine Chapel . The Sistine Chapel (; ; ) is a chapel in the Apostolic Palace, the official residence of the Pope, in Vatican City. Originally known as the ""Cappella Magna"", the chapel takes its name from Pope Sixtus IV, who restored it between 1477 and 1480. Since that time, the chapel has served as a place of both religious and functionary papal activity. Today it is the site of the Papal conclave, the process by which a new pope is selected. The fame of the Sistine Chapel lies mainly in the frescos that decorate the interior, and most particularly the Sistine Chapel ceiling and ""The Last Judgment"" by Michelangelo."
34,400,BONE VOYAGE,"On April 21, 1865 the bodies of him & his long-dead son Willie began a 20-day, 1,700-mile funeral journey",,Lincoln,False,No Context
34,800,BONE VOYAGE,"In 1562, almost 500 years after this Norman's greatest victory, Huguenots ransacked his tomb, scattering his bones","They dragged it forth, burned it and scattered the bones, which were recovered by Catholic faithful and distributed as relics to various churches of his order",William the Conqueror,False,"Francis of Paola . In 1562, a group of Protestant Huguenots in France broke open his tomb and found the saint's body incorrupt. They dragged it forth, burned it and scattered the bones, which were recovered by Catholic faithful and distributed as relics to various churches of his order."
34,1200,BONE VOYAGE,"The remains of Tatanka Yotanka, AKA this Sioux leader, were taken by his nephew from North Dakota to South Dakota",,Sitting Bull,False,No Context
34,1600,BONE VOYAGE,"(Kelly of the Clue Crew shows a portrait on the monitor.) After dying an enemy of the state in 1778, this French philosopher became the posthumous hero of the revolution, and in 1791, his body was paraded to the Bastille tower where he had chosen his pen name",King Louis XVI,Voltaire,False,"Honoré Gabriel Riqueti, comte de Mirabeau . Honoré Gabriel Riqueti, Count of Mirabeau (9 March 17492 April 1791) was a leader of the early stages of the French Revolution. A noble, he was involved in numerous scandals before the start of the Revolution in 1789 that had left his reputation in ruins. Nonetheless, he rose to the top of the French political hierarchy in the years 1789–1791 and acquired the reputation of a voice of the people. A successful orator, he was the leader of the moderate position among revolutionaries by favoring a constitutional monarchy built on the model of Great Britain. When he died (of natural causes) he was a great national hero, even though support for his moderate position was slipping away. The later discovery that he was in the pay of King Louis XVI and the Austrian enemies of France beginning in 1790 caused his posthumous disgrace. Historians are deeply split on whether he was a great leader who almost saved the nation from the Terror, a venal demagogue lacking political or moral values, or a traitor in the pay of the enemy."
34,2000,BONE VOYAGE,Most of this Romantic poet who died helping Greek freedom fighters made it back to England; his lungs stayed in Greece,Euclides Kourtidis,(Lord) Byron,False,"Euclides Kourtidis . Euclides Kourtidis was a Greek freedom fighter. He was born in Santa of Pontus in 1885, and died in Nea Santa, Kilkis (Greece) on the 10th of February 1937 when he fell from his carriage and was trampled on by his horses. He is regarded as one of the most famous of freedom fighters in the region of Santa and Pontus as a whole. He first appeared as a freedom fighter during the Russian occupation of Pontus (1918) at a time when battles on the mountains of Santa were difficult. He influenced a generation of men who have now become legend."
34,0,21st CENTURY GRAMMYS,"This singer has won Album, Record & Song of the Year twice, the only artist to do so",Christopher Cross,Adele,False,"Grammy Award records . There have been only two artists who have won all four General Field awards. In 1981, Christopher Cross won Record, Album and Song of the Year as well as Best New Artist. Adele is the second artist to win all four, and the first female to do so. In 2009, she won Best New Artist and in 2012 and 2017, she won Record, Album and Song of the Year."
34,200,"\""WILD"" MOVIES",Kevin Kline was the gadget-loving 1860s government agent Artemus Gordon in this film based on a TV show,"George of the Jungle"", another live-action Disney film based on an animated cartoon",Wild Wild West,False,"Inspector Gadget (film) . Brendan Fraser was considered for the role of Inspector Gadget, but turned it down on account of working on ""George of the Jungle"", another live-action Disney film based on an animated cartoon. Kevin Kline was also considered for the role."
